comparison,backbone,dataset,axis,seed,left_method,right_method,left_artifact,right_artifact,parameter_match_pct,pair_contract_valid,pair_validity,pair_artifacts_verified,pair_review_status,pair_reviewed_by,pair_review_date,pair_review_notes
aligned_vs_axis_blind,CBraMod,isruc,channel,1024,interaction_aligned,axis_blind,isruc_cbramod_alpha0_frozen_channel_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,0.22631806761178358,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,isruc,patch,3407,interaction_aligned,axis_blind,isruc_cbramod_alpha0_frozen_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,0.22631806761178358,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,isruc,patch,1024,interaction_aligned,axis_blind,isruc_cbramod_alpha0_frozen_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,0.22631806761178358,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,3407,interaction_aligned,axis_blind,isruc_cbramod_alpha0_frozen_channel_patch_r32_s3407,isruc_cbramod_alpha0_axisblind_s3407,0.17570231265541697,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,isruc,channel_patch,1024,interaction_aligned,axis_blind,isruc_cbramod_alpha0_frozen_channel_patch_r32_s1024,isruc_cbramod_alpha0_axisblind_s1024,0.17570231265541697,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,channel,42,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_channel_r64_s42_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s42_lr2e-4_b64_e40,0.07319746684897072,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,patch,42,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_patch_r64_s42_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s42_lr2e-4_b64_e40,0.07319746684897072,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,channel_patch,42,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_channel_patch_r64_s42_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s42_lr2e-4_b64_e40,0.0008231801108612351,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,channel,1024,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,0.07319746684897072,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,channel,3407,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,0.07319746684897072,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,patch,1024,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_patch_s1024_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,0.07319746684897072,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,patch,3407,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_patch_s3407_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,0.07319746684897072,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,channel_patch,1024,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_channel_patch_s1024_r32_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,0.09235886583069934,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,physionet_mi,channel_patch,3407,interaction_aligned,axis_blind,physionet_mi_cbramod_frozen_channel_patch_s3407_r32_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,0.09235886583069934,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,seedv,channel,42,interaction_aligned,axis_blind,seedv_evalmode_frozen_channel_s42_lr1e-5_20260804,seedv_evalmode_frozen_axis_blind_s42_20260804,0.2972208314098052,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,seedv,patch,42,interaction_aligned,axis_blind,seedv_evalmode_frozen_patch_singleton_s42_20260804,seedv_evalmode_frozen_axis_blind_s42_20260804,0.2972208314098052,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,seedv,channel,1024,interaction_aligned,axis_blind,seedv_evalmode_frozen_channel_s1024_lr1e-5_20260804,seedv_evalmode_frozen_axis_blind_s1024_20260804,0.2972208314098052,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,seedv,patch,1024,interaction_aligned,axis_blind,seedv_evalmode_frozen_patch_singleton_s1024_20260804,seedv_evalmode_frozen_axis_blind_s1024_20260804,0.2972208314098052,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,seedv,channel,3407,interaction_aligned,axis_blind,seedv_evalmode_frozen_channel_s3407_lr1e-5_20260804,seedv_evalmode_frozen_axis_blind_s3407_requeue_20260805,0.2972208314098052,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,seedv,patch,3407,interaction_aligned,axis_blind,seedv_evalmode_frozen_patch_singleton_s3407_20260804,seedv_evalmode_frozen_axis_blind_s3407_requeue_20260805,0.2972208314098052,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,channel_patch,42,interaction_aligned,axis_blind,tuev_cbramod_frozen_channel_patch_s42_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,0.0020845689323594277,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,channel,42,interaction_aligned,axis_blind,tuev_cbramod_frozen_channel_s42_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,0.18536060736590734,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,patch,42,interaction_aligned,axis_blind,tuev_cbramod_frozen_patch_s42_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,0.18536060736590734,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,channel,3407,interaction_aligned,axis_blind,tuev_cbramod_frozen_channel_s3407_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,0.18536060736590734,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,channel,1024,interaction_aligned,axis_blind,tuev_cbramod_frozen_channel_s1024_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,0.18536060736590734,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,patch,3407,interaction_aligned,axis_blind,tuev_cbramod_frozen_patch_s3407_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,0.18536060736590734,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,patch,1024,interaction_aligned,axis_blind,tuev_cbramod_frozen_patch_s1024_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,0.18536060736590734,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,channel_patch,3407,interaction_aligned,axis_blind,tuev_cbramod_frozen_channel_patch_s3407_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,0.0020845689323594277,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,CBraMod,tuev,channel_patch,1024,interaction_aligned,axis_blind,tuev_cbramod_frozen_channel_patch_s1024_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,0.0020845689323594277,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,LaBraM,TUEV,channel,1024,frozen_native_channel,axis_blind,tuev_labram_frozen_channel_lr5e-4_s1024_b64_e15_scale100,tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,49.425590460903464,False,PAIR_STRUCTURALLY_INVALID,False,NOT_ELIGIBLE,,,
aligned_vs_axis_blind,LaBraM,TUEV,channel,3407,frozen_native_channel,axis_blind,tuev_labram_frozen_channel_lr5e-4_s3407_b64_e15_scale100,tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,49.425590460903464,False,PAIR_STRUCTURALLY_INVALID,False,NOT_ELIGIBLE,,,
aligned_vs_axis_blind,LaBraM,TUEV,channel,42,frozen_native_channel,axis_blind,tuev_labram_frozen_channel_lr5e-4_s42_b64_e15_scale100,tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,49.425590460903464,False,PAIR_STRUCTURALLY_INVALID,False,NOT_ELIGIBLE,,,
aligned_vs_axis_blind,LaBraM,TUEV,channel_patch,1024,frozen_native_channel_patch,axis_blind,tuev_labram_frozen_channel_patch_lr5e-4_s1024_b64_e15_scale100,tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,0.23389130933272184,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,LaBraM,TUEV,channel_patch,3407,frozen_native_channel_patch,axis_blind,tuev_labram_frozen_channel_patch_lr5e-4_s3407_b64_e15_scale100,tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,0.23389130933272184,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,LaBraM,TUEV,channel_patch,42,frozen_native_channel_patch,axis_blind,tuev_labram_frozen_channel_patch_lr5e-4_s42_b64_e15_scale100,tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,0.23389130933272184,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_axis_blind,LaBraM,TUEV,patch,1024,frozen_native_patch,axis_blind,tuev_labram_frozen_patch_lr5e-4_s1024_b64_e15_scale100,tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,49.425590460903464,False,PAIR_STRUCTURALLY_INVALID,False,NOT_ELIGIBLE,,,
aligned_vs_axis_blind,LaBraM,TUEV,patch,3407,frozen_native_patch,axis_blind,tuev_labram_frozen_patch_lr5e-4_s3407_b64_e15_scale100,tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,49.425590460903464,False,PAIR_STRUCTURALLY_INVALID,False,NOT_ELIGIBLE,,,
aligned_vs_axis_blind,LaBraM,TUEV,patch,42,frozen_native_patch,axis_blind,tuev_labram_frozen_patch_lr5e-4_s42_b64_e15_scale100,tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,49.425590460903464,False,PAIR_STRUCTURALLY_INVALID,False,NOT_ELIGIBLE,,,
aligned_vs_frozen_probe,CBraMod,faced,channel,42,interaction_aligned,frozen_probe,faced_evalmode_frozen_channel_s42_lr5e-4_20260804,faced_evalmode_frozen_probe_s42_20260804,0.023211892083525212,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,patch,42,interaction_aligned,frozen_probe,faced_evalmode_frozen_patch_s42_lr5e-4_20260804,faced_evalmode_frozen_probe_s42_20260804,0.023211892083525212,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,channel_patch,42,interaction_aligned,frozen_probe,faced_evalmode_frozen_channel_patch_s42_lr5e-4_20260804,faced_evalmode_frozen_probe_s42_20260804,0.046423784167050425,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,channel,1024,interaction_aligned,frozen_probe,faced_evalmode_frozen_channel_s1024_lr5e-4_20260804,faced_evalmode_frozen_probe_s1024_20260804,0.023211892083525212,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,patch,1024,interaction_aligned,frozen_probe,faced_evalmode_frozen_patch_s1024_lr5e-4_20260804,faced_evalmode_frozen_probe_s1024_20260804,0.023211892083525212,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,channel_patch,1024,interaction_aligned,frozen_probe,faced_evalmode_frozen_channel_patch_s1024_lr5e-4_20260804,faced_evalmode_frozen_probe_s1024_20260804,0.046423784167050425,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,channel,3407,interaction_aligned,frozen_probe,faced_evalmode_frozen_channel_s3407_lr5e-4_20260804,faced_evalmode_frozen_probe_s3407_20260804,0.023211892083525212,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,patch,3407,interaction_aligned,frozen_probe,faced_evalmode_frozen_patch_s3407_lr5e-4_20260804,faced_evalmode_frozen_probe_s3407_20260804,0.023211892083525212,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,faced,channel_patch,3407,interaction_aligned,frozen_probe,faced_evalmode_frozen_channel_patch_s3407_lr5e-4_20260804,faced_evalmode_frozen_probe_s3407_20260804,0.046423784167050425,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,channel,42,interaction_aligned,frozen_probe,isruc_cbramod_frozen_channel_s42_lr2e-4_b8_e20,isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,0.13806625985334728,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,patch,42,interaction_aligned,frozen_probe,isruc_cbramod_frozen_patch_s42_lr2e-4_b8_e20,isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,0.13806625985334728,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,channel_patch,42,interaction_aligned,frozen_probe,isruc_cbramod_frozen_channel_patch_s42_lr2e-4_b8_e20,isruc_cbramod_frozen_probe_s42_lr2e-4_b8_e20,0.27613251970669456,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,channel,3407,interaction_aligned,frozen_probe,isruc_cbramod_alpha0_frozen_channel_r32_s3407,isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,0.05075631636346674,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,channel,1024,interaction_aligned,frozen_probe,isruc_cbramod_alpha0_frozen_channel_r32_s1024,isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,0.05075631636346674,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,patch,3407,interaction_aligned,frozen_probe,isruc_cbramod_alpha0_frozen_patch_r32_s3407,isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,0.05075631636346674,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,patch,1024,interaction_aligned,frozen_probe,isruc_cbramod_alpha0_frozen_patch_r32_s1024,isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,0.05075631636346674,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,channel_patch,3407,interaction_aligned,frozen_probe,isruc_cbramod_alpha0_frozen_channel_patch_r32_s3407,isruc_cbramod_frozen_probe_s3407_lr2e-4_b8_e20,0.10151263272693348,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,isruc,channel_patch,1024,interaction_aligned,frozen_probe,isruc_cbramod_alpha0_frozen_channel_patch_r32_s1024,isruc_cbramod_frozen_probe_s1024_lr2e-4_b8_e20,0.10151263272693348,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,channel,42,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_channel_r64_s42_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s42_lr2e-4_b64_e40,0.07247979684937947,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,patch,42,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_patch_r64_s42_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s42_lr2e-4_b64_e40,0.07247979684937947,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,channel_patch,42,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_channel_patch_r64_s42_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s42_lr2e-4_b64_e40,0.14495959369875894,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,channel,1024,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,0.07247979684937947,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,channel,3407,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,0.07247979684937947,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,patch,1024,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_patch_s1024_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,0.07247979684937947,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,patch,3407,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_patch_s3407_r64_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,0.07247979684937947,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,channel_patch,1024,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_channel_patch_s1024_r32_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,0.05329046361876536,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,physionet_mi,channel_patch,3407,interaction_aligned,frozen_probe,physionet_mi_cbramod_frozen_channel_patch_s3407_r32_lr2e-4_b64_e40,physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,0.05329046361876536,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,seedv,channel,42,interaction_aligned,frozen_probe,seedv_evalmode_frozen_channel_s42_lr1e-5_20260804,seedv_evalmode_frozen_dense_s42_20260804,0.2956257212727032,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,seedv,patch,42,interaction_aligned,frozen_probe,seedv_evalmode_frozen_patch_singleton_s42_20260804,seedv_evalmode_frozen_dense_s42_20260804,0.2956257212727032,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,seedv,channel,1024,interaction_aligned,frozen_probe,seedv_evalmode_frozen_channel_s1024_lr1e-5_20260804,seedv_evalmode_frozen_dense_s1024_20260804,0.2956257212727032,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,seedv,patch,1024,interaction_aligned,frozen_probe,seedv_evalmode_frozen_patch_singleton_s1024_20260804,seedv_evalmode_frozen_dense_s1024_20260804,0.2956257212727032,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,seedv,channel,3407,interaction_aligned,frozen_probe,seedv_evalmode_frozen_channel_s3407_lr1e-5_20260804,seedv_evalmode_frozen_dense_s3407_20260804,0.2956257212727032,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,seedv,patch,3407,interaction_aligned,frozen_probe,seedv_evalmode_frozen_patch_singleton_s3407_20260804,seedv_evalmode_frozen_dense_s3407_20260804,0.2956257212727032,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,tuev,channel_patch,42,interaction_aligned,frozen_probe,tuev_cbramod_frozen_channel_patch_s42_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_probe_s42_lr1e-4_b8_e20,0.3679083217640639,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,tuev,channel,42,interaction_aligned,frozen_probe,tuev_cbramod_frozen_channel_s42_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_probe_s42_lr1e-4_b8_e20,0.18395416088203195,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
aligned_vs_frozen_probe,CBraMod,tuev,patch,42,interaction_aligned,frozen_probe,tuev_cbramod_frozen_patch_s42_r64_lr1e-4_b8_e20,tuev_cbramod_frozen_probe_s42_lr1e-4_b8_e20,0.18395416088203195,True,PAIR_ARTIFACT_UNVERIFIED,False,UNREVIEWED,,,
